County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
Westchester,Briarcliff Manor Vg PD,2013,12.0,12.0,1.0,0.0,0.0,0.0,1.0,11.0,1.0,10.0,0.0,Non-New York City
Westchester,Bronxville Vg PD,2013,12.0,47.0,0.0,0.0,0.0,0.0,0.0,47.0,5.0,39.0,3.0,Non-New York City
Westchester,Buchanan Vg PD,2013,12.0,5.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,Non-New York City
Westchester,County Total,2013,,14135.0,2192.0,11.0,59.0,843.0,1279.0,11943.0,1678.0,9646.0,619.0,Non-New York City
Westchester,Croton-On-Hudson Vg PD,2013,12.0,54.0,1.0,0.0,0.0,1.0,0.0,53.0,8.0,43.0,2.0,Non-New York City
Westchester,Dobbs Ferry Vg PD,2013,12.0,105.0,1.0,0.0,0.0,0.0,1.0,104.0,13.0,89.0,2.0,Non-New York City
Westchester,Eastchester Town PD,2013,12.0,170.0,2.0,0.0,0.0,0.0,2.0,168.0,13.0,154.0,1.0,Non-New York City
Westchester,Elmsford Vg PD,2013,12.0,37.0,2.0,0.0,1.0,0.0,1.0,35.0,3.0,27.0,5.0,Non-New York City
Westchester,Greenburgh Town PD,2013,12.0,627.0,48.0,1.0,5.0,16.0,26.0,579.0,55.0,501.0,23.0,Non-New York City
Westchester,Harrison Town PD,2013,12.0,231.0,6.0,0.0,0.0,1.0,5.0,225.0,27.0,194.0,4.0,Non-New York City
Westchester,Hastings-on-Hudson Vg PD,2013,12.0,82.0,1.0,0.0,0.0,1.0,0.0,81.0,4.0,75.0,2.0,Non-New York City
Westchester,Irvington Vg PD,2013,12.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,19.0,0.0,Non-New York City
Westchester,Larchmont Vg PD,2013,12.0,89.0,2.0,0.0,0.0,0.0,2.0,87.0,8.0,77.0,2.0,Non-New York City
Westchester,Lewisboro Town PD,2013,12.0,31.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0.0,Non-New York City
Westchester,Mamaroneck Town PD,2013,12.0,159.0,1.0,0.0,0.0,1.0,0.0,158.0,16.0,141.0,1.0,Non-New York City
Westchester,Mamaroneck Vg PD,2013,12.0,189.0,8.0,0.0,1.0,2.0,5.0,181.0,23.0,150.0,8.0,Non-New York City
Westchester,Mount Kisco Vg PD,2013,12.0,125.0,17.0,0.0,1.0,6.0,10.0,108.0,10.0,98.0,0.0,Non-New York City
Westchester,Mount Pleasant Town PD,2013,12.0,238.0,12.0,0.0,0.0,6.0,6.0,226.0,25.0,198.0,3.0,Non-New York City
Westchester,Mount Vernon City PD,2013,12.0,1993.0,556.0,2.0,7.0,228.0,319.0,1437.0,318.0,972.0,147.0,Non-New York City
Westchester,New Castle Town PD,2013,12.0,79.0,2.0,0.0,0.0,0.0,2.0,77.0,13.0,62.0,2.0,Non-New York City
Westchester,New Rochelle City PD,2013,12.0,1569.0,176.0,0.0,6.0,81.0,89.0,1393.0,151.0,1172.0,70.0,Non-New York City
Westchester,North Castle Town PD,2013,12.0,71.0,3.0,0.0,0.0,0.0,3.0,68.0,12.0,53.0,3.0,Non-New York City
Westchester,NYC DEPP - Eastview PCT,2013,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
Westchester,Ossining Vg PD,2013,12.0,279.0,36.0,0.0,0.0,21.0,15.0,243.0,46.0,192.0,5.0,Non-New York City
Westchester,Peekskill City PD,2013,12.0,278.0,30.0,0.0,0.0,8.0,22.0,248.0,25.0,215.0,8.0,Non-New York City
Westchester,Pelham Manor Vg PD,2013,12.0,149.0,2.0,0.0,0.0,1.0,1.0,147.0,14.0,130.0,3.0,Non-New York City
Westchester,Pelham Vg PD,2013,12.0,179.0,7.0,0.0,1.0,2.0,4.0,172.0,22.0,149.0,1.0,Non-New York City
Westchester,Pleasantville Vg PD,2013,12.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,21.0,0.0,Non-New York City
Westchester,Port Chester Vg PD,2013,12.0,620.0,48.0,0.0,2.0,19.0,27.0,572.0,67.0,483.0,22.0,Non-New York City
Westchester,Pound Ridge Town PD,2013,12.0,36.0,3.0,0.0,0.0,0.0,3.0,33.0,15.0,18.0,0.0,Non-New York City
Westchester,Rye Brook Vg PD,2013,12.0,90.0,2.0,0.0,0.0,2.0,0.0,88.0,9.0,77.0,2.0,Non-New York City
Westchester,Rye City PD,2013,12.0,94.0,5.0,0.0,0.0,2.0,3.0,89.0,9.0,77.0,3.0,Non-New York City
Westchester,Scarsdale Vg PD,2013,12.0,185.0,1.0,0.0,0.0,0.0,1.0,184.0,24.0,153.0,7.0,Non-New York City
Westchester,Sleepy Hollow Vg PD,2013,12.0,66.0,8.0,1.0,0.0,1.0,6.0,58.0,9.0,47.0,2.0,Non-New York City
Westchester,SUNY Police - Purchase,2013,12.0,70.0,2.0,0.0,0.0,0.0,2.0,68.0,7.0,61.0,0.0,Non-New York City
Westchester,Tarrytown Vg PD,2013,12.0,116.0,6.0,0.0,0.0,3.0,3.0,110.0,12.0,94.0,4.0,Non-New York City
Westchester,Tuckahoe Vg PD,2013,12.0,35.0,0.0,0.0,0.0,0.0,0.0,35.0,7.0,27.0,1.0,Non-New York City
Westchester,Westchester Co Dept Pub Safety,2013,12.0,185.0,7.0,0.0,1.0,1.0,5.0,178.0,3.0,173.0,2.0,Non-New York City
Westchester,Westchester County MTA,2013,12.0,99.0,10.0,0.0,0.0,8.0,2.0,89.0,0.0,84.0,5.0,Non-New York City
Westchester,Westchester County Park PD,2013,12.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,16.0,1.0,Non-New York City
Westchester,Westchester County State Police,2013,12.0,413.0,46.0,0.0,5.0,8.0,33.0,367.0,77.0,279.0,11.0,Non-New York City
Westchester,White Plains City PD,2013,12.0,1311.0,78.0,1.0,3.0,28.0,46.0,1233.0,77.0,1135.0,21.0,Non-New York City
Westchester,Yonkers City PD,2013,12.0,3404.0,1036.0,6.0,25.0,390.0,615.0,2368.0,470.0,1662.0,236.0,Non-New York City
Westchester,Yorktown Town PD,2013,12.0,350.0,15.0,0.0,0.0,2.0,13.0,335.0,45.0,288.0,2.0,Non-New York City
Wyoming,Arcade Vg PD,2013,12.0,39.0,0.0,0.0,0.0,0.0,0.0,39.0,3.0,35.0,1.0,Non-New York City
Wyoming,Attica Vg PD,2013,12.0,7.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,4.0,1.0,Non-New York City
Wyoming,County Total,2013,,510.0,41.0,0.0,3.0,2.0,36.0,469.0,82.0,379.0,8.0,Non-New York City
Wyoming,Perry Vg PD,2013,12.0,102.0,3.0,0.0,0.0,0.0,3.0,99.0,14.0,84.0,1.0,Non-New York City
Wyoming,Warsaw Vg PD,2013,12.0,84.0,6.0,0.0,1.0,0.0,5.0,78.0,5.0,73.0,0.0,Non-New York City
Wyoming,Wyoming County Park PD,2013,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,Non-New York City
Wyoming,Wyoming County Sheriff,2013,12.0,209.0,15.0,0.0,0.0,2.0,13.0,194.0,47.0,144.0,3.0,Non-New York City
Wyoming,Wyoming County State Police,2013,12.0,66.0,15.0,0.0,2.0,0.0,13.0,51.0,13.0,36.0,2.0,Non-New York City
Yates,County Total,2013,,413.0,14.0,0.0,6.0,1.0,7.0,399.0,112.0,284.0,3.0,Non-New York City
Yates,Penn Yan Vg PD,2013,12.0,115.0,4.0,0.0,1.0,1.0,2.0,111.0,21.0,89.0,1.0,Non-New York City
Yates,Yates County Sheriff,2013,12.0,278.0,9.0,0.0,4.0,0.0,5.0,269.0,86.0,181.0,2.0,Non-New York City
Yates,Yates County State Police,2013,12.0,20.0,1.0,0.0,1.0,0.0,0.0,19.0,5.0,14.0,0.0,Non-New York City
